,Open,High,Low,Close,Volume
2013.09.30,1342.18000,1352.36000,1322.58000,1328.07000,40197,0
2013.10.01,1327.58000,1337.44000,1282.39000,1287.76000,51496,0
2013.10.02,1286.49000,1323.86000,1277.80000,1315.28000,51377,0
2013.10.03,1315.96000,1322.37000,1301.89000,1316.10000,46704,0
2013.10.04,1316.22000,1325.29000,1305.64000,1310.49000,39579,0
2013.10.07,1311.70000,1328.82000,1308.45000,1322.76000,33099,0
2013.10.08,1322.14000,1330.04000,1315.53000,1318.05000,42026,0
2013.10.09,1319.30000,1321.95000,1294.58000,1304.64000,46895,0
2013.10.10,1306.88000,1311.75000,1281.91000,1287.32000,45035,0
2013.10.11,1284.49000,1294.54000,1261.71000,1272.09000,52941,0
2013.10.14,1276.72000,1289.93000,1268.48000,1271.40000,42737,0
2013.10.15,1273.55000,1287.98000,1251.49000,1282.11000,55927,0
2013.10.16,1281.32000,1288.26000,1269.19000,1282.03000,53508,0
2013.10.17,1281.61000,1324.32000,1274.49000,1319.94000,57515,0
2013.10.18,1318.77000,1327.09000,1311.62000,1315.91000,40648,0
2013.10.21,1316.23000,1324.14000,1312.75000,1315.08000,31059,0
2013.10.22,1314.94000,1344.64000,1310.08000,1339.34000,35764,0
2013.10.23,1339.92000,1342.19000,1329.11000,1332.56000,34949,0
2013.10.24,1331.89000,1351.88000,1330.39000,1345.97000,38099,0
2013.10.25,1346.58000,1355.75000,1336.45000,1350.36000,37091,0
2013.10.28,1353.77000,1361.73000,1346.29000,1351.65000,31688,0
2013.10.29,1352.69000,1360.49000,1340.12000,1344.77000,37975,0
2013.10.30,1344.30000,1359.55000,1334.54000,1343.83000,40901,0
2013.10.31,1341.69000,1342.94000,1319.00000,1322.80000,41979,0
2013.11.01,1322.17000,1327.44000,1306.00000,1315.69000,38303,0
2013.11.04,1313.78000,1322.43000,1311.04000,1314.00000,26191,0
2013.11.05,1313.97000,1319.58000,1305.84000,1311.07000,30353,0
2013.11.06,1310.97000,1322.04000,1309.12000,1317.21000,24323,0
2013.11.07,1317.45000,1326.13000,1296.85000,1307.31000,33712,0
2013.11.08,1307.63000,1313.63000,1280.94000,1288.55000,33813,0
2013.11.11,1287.84000,1288.35000,1279.13000,1282.04000,25344,0
2013.11.12,1281.92000,1285.23000,1261.33000,1267.00000,37327,0
2013.11.13,1265.89000,1284.22000,1265.82000,1281.43000,32639,0
2013.11.14,1281.25000,1294.16000,1278.11000,1286.51000,41177,0
2013.11.15,1287.05000,1291.12000,1280.32000,1289.95000,25895,0
2013.11.18,1288.59000,1289.50000,1269.92000,1274.52000,29243,0
2013.11.19,1275.59000,1278.82000,1269.09000,1274.87000,29447,0
2013.11.20,1274.07000,1276.44000,1241.03000,1243.94000,43973,0
2013.11.21,1242.04000,1250.44000,1236.71000,1242.14000,36871,0
2013.11.22,1242.82000,1248.96000,1241.12000,1243.20000,31390,0
2013.11.25,1242.34000,1253.86000,1226.49000,1250.76000,36075,0
2013.11.26,1250.43000,1258.06000,1239.69000,1242.12000,29935,0
2013.11.27,1241.24000,1254.75000,1236.19000,1237.07000,29470,0
2013.11.28,1237.81000,1245.67000,1234.58000,1243.67000,15249,0
2013.11.29,1244.13000,1254.74000,1240.76000,1252.09000,18887,0
2013.12.02,1250.87000,1250.87000,1217.75000,1218.84000,33781,0
2013.12.03,1220.23000,1226.18000,1215.18000,1222.98000,29004,0
2013.12.04,1223.02000,1251.40000,1211.78000,1242.87000,38417,0
2013.12.05,1243.16000,1243.29000,1216.97000,1224.84000,38300,0
2013.12.06,1225.64000,1244.89000,1213.70000,1228.59000,33684,0
2013.12.09,1230.41000,1243.07000,1225.24000,1240.16000,24356,0
2013.12.10,1239.73000,1267.84000,1237.89000,1261.77000,32844,0
2013.12.11,1261.26000,1263.44000,1251.07000,1251.95000,32063,0
2013.12.12,1252.47000,1257.02000,1223.84000,1225.20000,36579,0
2013.12.13,1224.82000,1238.65000,1220.52000,1238.38000,31614,0
2013.12.16,1238.03000,1251.95000,1227.79000,1240.98000,30683,0
2013.12.17,1240.49000,1248.09000,1227.39000,1230.16000,32562,0
2013.12.18,1230.42000,1244.60000,1216.24000,1217.47000,35699,0
2013.12.19,1217.56000,1226.54000,1187.20000,1188.29000,45820,0
2013.12.20,1189.47000,1207.52000,1188.86000,1203.02000,30673,0
2013.12.23,1202.85000,1206.16000,1192.64000,1198.14000,24924,0
2013.12.24,1197.96000,1205.54000,1196.14000,1203.84000,12279,0
2013.12.26,1203.34000,1215.82000,1201.09000,1210.20000,18087,0
2013.12.27,1211.44000,1219.15000,1209.01000,1212.97000,22700,0
2013.12.30,1214.03000,1216.19000,1194.90000,1196.27000,23692,0
2013.12.31,1197.25000,1214.56000,1182.35000,1205.74000,25669,0
2014.01.02,1204.11000,1230.82000,1203.64000,1224.19000,36434,0
2014.01.03,1221.57000,1240.16000,1221.32000,1236.11000,30793,0
2014.01.06,1237.01000,1248.40000,1224.24000,1237.66000,31363,0
2014.01.07,1237.79000,1245.34000,1224.93000,1231.86000,29011,0
2014.01.08,1230.82000,1232.44000,1218.42000,1225.74000,34111,0
2014.01.09,1225.32000,1231.44000,1223.47000,1227.71000,25616,0
2014.01.10,1227.45000,1248.91000,1227.19000,1247.98000,28963,0
2014.01.13,1247.37000,1255.10000,1243.63000,1252.97000,25273,0
2014.01.14,1252.87000,1255.25000,1241.65000,1244.96000,27073,0
2014.01.15,1244.88000,1245.04000,1234.19000,1241.59000,25462,0
2014.01.16,1241.99000,1245.21000,1236.34000,1242.09000,22691,0
2014.01.17,1242.09000,1254.87000,1237.73000,1253.80000,25322,0
2014.01.20,1253.06000,1261.09000,1251.60000,1251.60000,13444,0
2014.01.21,1255.24000,1255.89000,1235.69000,1241.14000,27310,0
2014.01.22,1240.72000,1243.69000,1235.86000,1236.84000,20295,0
2014.01.23,1235.71000,1265.38000,1231.54000,1264.04000,33274,0
2014.01.24,1263.39000,1272.56000,1256.84000,1269.26000,33660,0
2014.01.27,1269.24000,1279.03000,1251.97000,1256.77000,35208,0
2014.01.28,1254.37000,1261.61000,1248.48000,1256.53000,27831,0
2014.01.29,1255.69000,1269.99000,1248.86000,1266.64000,35041,0
2014.01.30,1266.21000,1267.65000,1238.04000,1243.49000,32387,0
2014.01.31,1243.93000,1254.94000,1238.42000,1243.92000,28510,0
2014.02.03,1242.68000,1266.22000,1240.84000,1257.27000,30749,0
2014.02.04,1257.45000,1260.94000,1247.22000,1254.39000,25107,0
2014.02.05,1254.25000,1274.31000,1252.34000,1257.72000,26532,0
2014.02.06,1257.32000,1266.93000,1252.82000,1257.94000,23049,0
2014.02.07,1256.81000,1271.79000,1256.17000,1267.35000,27361,0
2014.02.10,1265.36000,1277.84000,1265.04000,1274.47000,23235,0
2014.02.11,1274.05000,1293.71000,1273.74000,1291.22000,30275,0
2014.02.12,1289.76000,1296.24000,1283.99000,1290.94000,25292,0
2014.02.13,1290.48000,1302.82000,1286.24000,1302.72000,25638,0
2014.02.14,1301.36000,1321.16000,1299.89000,1318.16000,29672,0
2014.02.17,1323.84000,1329.74000,1320.92000,1328.79000,18138,0
2014.02.18,1327.24000,1332.02000,1312.64000,1321.84000,29069,0
2014.02.19,1321.57000,1322.83000,1308.79000,1311.09000,26744,0
2014.02.20,1310.96000,1324.94000,1307.34000,1322.65000,27697,0
2014.02.21,1322.81000,1328.44000,1315.98000,1324.16000,21035,0
2014.02.24,1325.26000,1339.01000,1318.76000,1336.74000,27028,0
2014.02.25,1335.74000,1343.54000,1331.19000,1340.36000,24654,0
2014.02.26,1340.56000,1345.34000,1322.39000,1330.54000,29724,0
2014.02.27,1329.22000,1336.08000,1323.92000,1330.99000,27036,0
2014.02.28,1331.05000,1333.29000,1319.74000,1326.27000,27905,0
2014.03.03,1332.27000,1354.66000,1330.44000,1350.32000,33113,0
2014.03.04,1349.18000,1352.49000,1331.22000,1334.29000,29780,0
2014.03.05,1334.36000,1341.72000,1332.64000,1336.59000,23591,0
2014.03.06,1336.93000,1351.86000,1331.19000,1351.16000,18835,0
2014.03.07,1350.17000,1352.87000,1328.13000,1340.29000,21394,0
2014.03.10,1339.67000,1344.57000,1327.93000,1339.42000,26900,0
2014.03.11,1339.47000,1352.54000,1337.79000,1348.82000,26803,0
2014.03.12,1348.70000,1370.84000,1345.40000,1366.49000,33621,0
2014.03.13,1366.10000,1374.91000,1364.46000,1369.98000,32039,0
2014.03.14,1370.13000,1387.84000,1367.81000,1382.72000,30760,0
2014.03.17,1382.28000,1391.99000,1361.89000,1366.87000,31812,0
2014.03.18,1367.14000,1367.54000,1350.65000,1355.55000,30106,0
2014.03.19,1354.69000,1359.64000,1327.53000,1329.42000,34952,0
2014.03.20,1329.68000,1334.59000,1320.47000,1327.71000,33283,0
2014.03.21,1327.07000,1342.43000,1327.04000,1334.14000,24159,0
2014.03.24,1331.84000,1334.21000,1307.89000,1308.51000,30680,0
2014.03.25,1308.44000,1317.25000,1305.64000,1310.90000,28072,0
2014.03.26,1310.58000,1316.34000,1298.61000,1304.36000,29332,0
2014.03.27,1304.33000,1306.79000,1289.09000,1290.91000,29823,0
2014.03.28,1291.02000,1298.68000,1285.65000,1295.49000,26390,0
2014.03.31,1293.70000,1298.47000,1282.42000,1283.78000,28306,0
2014.04.01,1283.73000,1287.99000,1277.64000,1278.49000,23829,0
2014.04.02,1278.77000,1294.51000,1278.25000,1289.57000,23550,0
2014.04.03,1289.64000,1293.89000,1281.69000,1286.39000,20622,0
2014.04.04,1285.99000,1306.65000,1284.17000,1303.86000,20745,0
2014.04.07,1303.25000,1304.14000,1295.63000,1297.01000,15545,0
2014.04.08,1296.65000,1314.39000,1296.32000,1308.36000,19972,0
2014.04.09,1308.13000,1315.03000,1300.83000,1311.66000,21265,0
2014.04.10,1312.04000,1324.48000,1310.74000,1318.41000,22786,0
2014.04.11,1317.97000,1323.80000,1314.11000,1318.22000,20762,0
2014.04.14,1320.30000,1331.08000,1318.68000,1327.54000,21072,0
2014.04.15,1326.96000,1328.14000,1286.27000,1302.45000,30739,0
2014.04.16,1302.10000,1307.04000,1293.50000,1302.10000,25907,0
2014.04.17,1301.64000,1304.10000,1293.09000,1294.91000,20090,0
2014.04.18,1294.23000,1295.15000,1294.23000,1294.46000,120,0
2014.04.21,1297.64000,1301.47000,1281.85000,1289.69000,23673,0
2014.04.22,1289.57000,1292.74000,1276.97000,1283.66000,21513,0
2014.04.23,1283.02000,1288.98000,1280.87000,1283.66000,19799,0
2014.04.24,1283.72000,1298.48000,1268.48000,1293.06000,28102,0
2014.04.25,1293.00000,1304.95000,1290.37000,1302.65000,21624,0
2014.04.28,1302.04000,1306.43000,1291.96000,1296.48000,24684,0
2014.04.29,1295.25000,1301.31000,1286.21000,1295.61000,23812,0
2014.04.30,1295.50000,1298.11000,1284.94000,1291.20000,28272,0
2014.05.01,1291.10000,1292.83000,1277.21000,1284.07000,22276,0
2014.05.02,1283.83000,1304.63000,1274.09000,1299.96000,27459,0
2014.05.05,1300.24000,1315.56000,1299.41000,1309.94000,23622,0
2014.05.06,1309.64000,1313.99000,1304.31000,1307.82000,20863,0
2014.05.07,1307.64000,1314.46000,1286.59000,1289.71000,27849,0
2014.05.08,1289.51000,1295.31000,1285.00000,1288.93000,25335,0
2014.05.09,1289.29000,1294.34000,1285.49000,1288.57000,21553,0
2014.05.12,1288.99000,1303.80000,1277.69000,1295.24000,24987,0
2014.05.13,1295.30000,1298.67000,1289.09000,1293.30000,25031,0
2014.05.14,1293.11000,1308.93000,1291.52000,1305.12000,23482,0
2014.05.15,1305.40000,1307.04000,1290.81000,1295.74000,27261,0
2014.05.16,1296.06000,1298.19000,1287.75000,1293.26000,20970,0
2014.05.19,1292.00000,1305.34000,1289.26000,1292.21000,21865,0
2014.05.20,1292.51000,1296.82000,1285.92000,1293.99000,22973,0
2014.05.21,1293.75000,1296.24000,1283.24000,1291.52000,24086,0
2014.05.22,1291.49000,1303.64000,1290.03000,1293.85000,21921,0
2014.05.23,1293.76000,1295.46000,1286.64000,1292.19000,17843,0
2014.05.26,1291.19000,1294.13000,1291.09000,1292.58000,7764,0
2014.05.27,1292.26000,1293.29000,1264.24000,1264.24000,28351,0
2014.05.28,1264.38000,1267.16000,1255.94000,1257.89000,30964,0
2014.05.29,1257.89000,1260.43000,1251.43000,1255.21000,34435,0
2014.05.30,1255.25000,1260.35000,1242.20000,1249.34000,32100,0
2014.06.02,1249.88000,1250.74000,1241.00000,1243.40000,27044,0
2014.06.03,1243.28000,1247.64000,1240.58000,1244.79000,26386,0
2014.06.04,1244.33000,1249.09000,1242.84000,1243.66000,24961,0
2014.06.05,1243.50000,1257.67000,1241.07000,1253.37000,32776,0
2014.06.06,1252.91000,1257.71000,1245.84000,1253.04000,30278,0
2014.06.09,1252.49000,1256.94000,1251.48000,1252.08000,28759,0
2014.06.10,1251.59000,1263.57000,1250.24000,1259.59000,25494,0
2014.06.11,1259.76000,1265.21000,1257.69000,1260.85000,22084,0
2014.06.12,1260.56000,1274.78000,1259.85000,1273.09000,32437,0
2014.06.13,1272.64000,1277.85000,1270.79000,1276.68000,27320,0
2014.06.16,1276.43000,1284.84000,1270.58000,1271.56000,31804,0
2014.06.17,1271.30000,1273.24000,1258.62000,1270.49000,28952,0
2014.06.18,1270.32000,1278.39000,1266.32000,1277.17000,29356,0
2014.06.19,1277.55000,1321.46000,1275.94000,1319.65000,38602,0
2014.06.20,1319.06000,1321.83000,1306.42000,1314.96000,41635,0
2014.06.23,1313.71000,1318.41000,1309.94000,1317.02000,28902,0
2014.06.24,1317.29000,1325.79000,1313.79000,1317.97000,30150,0
2014.06.25,1318.24000,1324.78000,1307.52000,1318.86000,34403,0
2014.06.26,1318.50000,1319.74000,1306.23000,1316.20000,30014,0
2014.06.27,1315.96000,1322.19000,1312.59000,1315.90000,30515,0
2014.06.30,1316.23000,1329.46000,1310.30000,1327.03000,32694,0
2014.07.01,1327.09000,1332.83000,1323.79000,1326.15000,31811,0
2014.07.02,1326.09000,1331.93000,1321.25000,1326.57000,27671,0
2014.07.03,1326.60000,1327.38000,1309.59000,1319.16000,32849,0
2014.07.04,1320.06000,1323.15000,1318.61000,1320.34000,12657,0
2014.07.07,1320.39000,1320.64000,1311.43000,1319.74000,23718,0
2014.07.08,1319.61000,1324.72000,1313.41000,1319.11000,27356,0
2014.07.09,1318.94000,1332.30000,1317.77000,1327.32000,31489,0
2014.07.10,1327.13000,1345.03000,1324.17000,1335.36000,33811,0
2014.07.11,1335.04000,1339.16000,1333.69000,1337.95000,23199,0
2014.07.14,1339.10000,1339.47000,1303.24000,1306.43000,40404,0
2014.07.15,1306.98000,1313.73000,1292.14000,1293.30000,40708,0
2014.07.16,1293.58000,1303.69000,1292.79000,1298.36000,34646,0
2014.07.17,1298.64000,1324.56000,1297.56000,1318.30000,43240,0
2014.07.18,1318.49000,1324.56000,1304.50000,1310.43000,35488,0
2014.07.21,1310.22000,1318.33000,1307.36000,1311.67000,28467,0
2014.07.22,1312.00000,1315.72000,1301.99000,1305.55000,31037,0
2014.07.23,1307.60000,1311.14000,1303.08000,1303.83000,25294,0
2014.07.24,1303.86000,1305.09000,1287.69000,1293.03000,35586,0
2014.07.25,1293.99000,1308.53000,1290.88000,1307.19000,25722,0
2014.07.28,1307.43000,1309.21000,1301.34000,1303.83000,29674,0
2014.07.29,1303.78000,1312.13000,1296.12000,1298.21000,32811,0
2014.07.30,1298.77000,1303.57000,1291.78000,1295.36000,32693,0
2014.07.31,1295.39000,1297.29000,1280.94000,1282.45000,35557,0
2014.08.01,1282.85000,1296.99000,1280.34000,1293.00000,33663,0
2014.08.04,1293.85000,1295.37000,1286.09000,1287.40000,26617,0
2014.08.05,1287.84000,1293.96000,1282.49000,1287.92000,30506,0
2014.08.06,1287.88000,1309.39000,1287.55000,1305.03000,35651,0
2014.08.07,1305.34000,1314.39000,1301.97000,1311.71000,37070,0
2014.08.08,1312.71000,1322.63000,1305.07000,1310.48000,38680,0
2014.08.11,1308.85000,1311.42000,1305.13000,1307.63000,25616,0
2014.08.12,1307.87000,1317.77000,1305.62000,1308.63000,27385,0
2014.08.13,1308.25000,1314.95000,1304.86000,1312.04000,29734,0
2014.08.14,1311.97000,1319.33000,1308.73000,1312.60000,30037,0
2014.08.15,1311.96000,1315.11000,1292.62000,1304.68000,34750,0
2014.08.18,1302.81000,1303.69000,1295.59000,1297.60000,24803,0
2014.08.19,1297.77000,1302.26000,1293.84000,1294.94000,23730,0
2014.08.20,1295.88000,1297.88000,1287.81000,1291.58000,29133,0
2014.08.21,1290.54000,1291.01000,1272.89000,1275.95000,31218,0
2014.08.22,1277.00000,1282.99000,1274.14000,1280.00000,27554,0
2014.08.25,1279.14000,1281.04000,1272.53000,1276.10000,22397,0
2014.08.26,1276.21000,1290.82000,1275.08000,1280.30000,29955,0
2014.08.27,1280.20000,1287.31000,1280.05000,1282.53000,22920,0
2014.08.28,1282.33000,1296.44000,1282.13000,1289.28000,32093,0
2014.08.29,1289.00000,1291.34000,1283.36000,1286.75000,22760,0
2014.09.01,1287.54000,1289.87000,1284.79000,1286.75000,13381,0
2014.09.02,1287.22000,1287.54000,1262.48000,1264.59000,32384,0
2014.09.03,1265.58000,1270.44000,1261.22000,1268.58000,27995,0
2014.09.04,1268.87000,1277.23000,1260.54000,1261.55000,36305,0
2014.09.05,1260.90000,1273.61000,1257.26000,1268.85000,29406,0
2014.09.08,1268.29000,1271.79000,1251.43000,1254.97000,28470,0
2014.09.09,1256.31000,1258.19000,1247.66000,1254.99000,32390,0
2014.09.10,1254.96000,1257.74000,1243.79000,1249.41000,37420,0
2014.09.11,1248.72000,1250.09000,1234.91000,1240.57000,38592,0
2014.09.12,1239.76000,1241.55000,1227.59000,1229.24000,34910,0
2014.09.15,1227.25000,1238.45000,1225.56000,1233.04000,26777,0
2014.09.16,1232.41000,1242.18000,1231.74000,1235.23000,33006,0
2014.09.17,1232.79000,1239.29000,1221.39000,1223.30000,35027,0
2014.09.18,1222.14000,1227.84000,1215.93000,1224.70000,38090,0
2014.09.19,1224.84000,1228.56000,1213.75000,1215.46000,43317,0
2014.09.22,1215.12000,1220.37000,1208.14000,1214.56000,34444,0
2014.09.23,1214.12000,1235.67000,1214.12000,1223.03000,41032,0
2014.09.24,1222.21000,1226.04000,1215.69000,1216.65000,33151,0
2014.09.25,1216.58000,1224.44000,1206.90000,1221.14000,41262,0
2014.09.26,1220.62000,1231.25000,1212.31000,1217.66000,31998,0
2014.09.29,1218.47000,1223.30000,1214.89000,1215.48000,31906,0
2014.09.30,1214.72000,1220.09000,1204.54000,1207.84000,38628,0
2014.10.01,1207.27000,1219.31000,1204.64000,1213.36000,38660,0
2014.10.02,1212.84000,1222.31000,1208.73000,1214.19000,42662,0
2014.10.03,1213.48000,1215.26000,1189.98000,1191.99000,36194,0
2014.10.06,1191.11000,1208.98000,1182.86000,1206.77000,36139,0
2014.10.07,1207.02000,1213.39000,1202.89000,1208.55000,37308,0
2014.10.08,1209.09000,1224.15000,1204.95000,1220.80000,50365,0
2014.10.09,1221.07000,1233.32000,1218.98000,1223.92000,51610,0
2014.10.10,1224.04000,1225.42000,1217.35000,1222.86000,41252,0
2014.10.13,1223.20000,1237.77000,1223.20000,1235.53000,37358,0
2014.10.14,1236.39000,1238.12000,1230.99000,1232.36000,41466,0
2014.10.15,1230.93000,1249.67000,1221.89000,1241.66000,60904,0
2014.10.16,1238.81000,1245.18000,1235.52000,1238.76000,62176,0
2014.10.17,1238.78000,1241.70000,1231.63000,1238.47000,43337,0
2014.10.20,1238.57000,1248.73000,1234.61000,1246.81000,34772,0
2014.10.21,1246.81000,1255.25000,1243.86000,1248.47000,41813,0
2014.10.22,1248.96000,1249.76000,1240.42000,1240.91000,32748,0
2014.10.23,1241.29000,1244.62000,1226.30000,1231.58000,35053,0
2014.10.24,1233.39000,1234.16000,1228.88000,1230.31000,29918,0
2014.10.27,1230.03000,1231.98000,1225.43000,1226.24000,25062,0
2014.10.28,1225.67000,1235.56000,1222.44000,1228.16000,38365,0
2014.10.29,1225.85000,1230.53000,1208.25000,1211.77000,31203,0
2014.10.30,1210.89000,1216.77000,1195.93000,1198.52000,51045,0
2014.10.31,1197.53000,1202.75000,1161.24000,1172.59000,67007,0
2014.11.03,1167.22000,1173.85000,1161.68000,1165.13000,40150,0
2014.11.04,1164.67000,1174.92000,1163.85000,1168.07000,44170,0
2014.11.05,1166.35000,1169.65000,1137.73000,1139.99000,59168,0
2014.11.06,1141.09000,1149.52000,1138.11000,1141.55000,49114,0
2014.11.07,1141.26000,1178.70000,1131.78000,1176.56000,60569,0
2014.11.10,1177.48000,1177.52000,1147.30000,1151.37000,51457,0
2014.11.11,1151.90000,1173.22000,1146.10000,1163.84000,54719,0
2014.11.12,1164.28000,1170.13000,1157.35000,1162.34000,52726,0
2014.11.13,1161.78000,1168.07000,1153.99000,1162.13000,55466,0
2014.11.14,1162.46000,1193.55000,1146.89000,1188.60000,65888,0
2014.11.17,1186.38000,1194.26000,1181.51000,1186.25000,68845,0
2014.11.18,1185.83000,1204.62000,1183.45000,1196.65000,63521,0
2014.11.19,1196.25000,1202.20000,1175.09000,1182.34000,74385,0
2014.11.20,1183.14000,1197.11000,1176.80000,1193.37000,74377,0
2014.11.21,1194.09000,1207.79000,1186.80000,1201.50000,67105,0
2014.11.24,1200.41000,1204.26000,1192.78000,1196.71000,41518,0
2014.11.25,1198.64000,1202.93000,1190.37000,1200.39000,41353,0
2014.11.26,1201.31000,1201.62000,1194.81000,1197.45000,33554,0
2014.11.27,1197.07000,1199.62000,1185.64000,1190.84000,40912,0
2014.11.28,1190.65000,1190.82000,1165.19000,1168.85000,52219,0
2014.12.01,1155.95000,1221.04000,1142.77000,1211.52000,86915,0
2014.12.02,1212.25000,1212.75000,1191.95000,1197.86000,65596,0
2014.12.03,1197.25000,1215.05000,1194.53000,1209.03000,47971,0
2014.12.04,1208.70000,1213.32000,1201.28000,1204.88000,48552,0
2014.12.05,1205.90000,1207.56000,1186.24000,1192.00000,51838,0
2014.12.08,1190.64000,1208.82000,1187.17000,1202.03000,45890,0
2014.12.09,1203.66000,1238.19000,1199.32000,1230.78000,57228,0
2014.12.10,1230.73000,1238.23000,1224.61000,1225.94000,63445,0
2014.12.11,1225.15000,1232.71000,1215.90000,1227.47000,64193,0
2014.12.12,1227.74000,1228.11000,1214.35000,1222.55000,58272,0
2014.12.15,1221.99000,1224.18000,1190.64000,1192.89000,55858,0
2014.12.16,1194.26000,1223.47000,1187.52000,1196.65000,69739,0
2014.12.17,1195.01000,1202.86000,1183.61000,1189.26000,60798,0
2014.12.18,1189.22000,1213.80000,1188.46000,1198.42000,60409,0
2014.12.19,1197.84000,1201.29000,1193.69000,1195.47000,47580,0
2014.12.22,1195.33000,1203.23000,1170.69000,1176.01000,36721,0
2014.12.23,1175.41000,1184.85000,1172.62000,1176.19000,27891,0
2014.12.24,1176.09000,1181.07000,1172.84000,1174.64000,16416,0
2014.12.26,1176.92000,1199.15000,1176.52000,1195.41000,21461,0
2014.12.29,1194.12000,1197.42000,1178.85000,1182.88000,38447,0
2014.12.30,1182.25000,1210.68000,1180.77000,1200.02000,54261,0
2014.12.31,1199.44000,1203.78000,1179.63000,1182.90000,39647,0
2015.01.02,1184.48000,1194.89000,1167.48000,1188.82000,51547,0
2015.01.05,1188.33000,1207.44000,1178.18000,1204.30000,57863,0
2015.01.06,1202.71000,1223.05000,1201.66000,1218.29000,54745,0
2015.01.07,1218.78000,1218.78000,1208.98000,1211.30000,50773,0
2015.01.08,1210.80000,1216.63000,1204.74000,1208.57000,43839,0
2015.01.09,1208.37000,1223.99000,1206.95000,1222.63000,42972,0
2015.01.12,1223.33000,1235.93000,1217.64000,1232.95000,44910,0
2015.01.13,1233.12000,1244.09000,1227.26000,1230.14000,56924,0
2015.01.14,1230.64000,1244.41000,1224.99000,1228.50000,63756,0
2015.01.15,1228.73000,1266.64000,1226.03000,1262.17000,68601,0
2015.01.16,1261.93000,1282.12000,1255.03000,1280.11000,56353,0
2015.01.19,1279.09000,1279.19000,1272.09000,1276.43000,28853,0
2015.01.20,1275.88000,1297.06000,1273.98000,1294.98000,58858,0
2015.01.21,1294.10000,1305.11000,1284.66000,1292.72000,57726,0
2015.01.22,1293.18000,1307.30000,1279.57000,1302.10000,58100,0
2015.01.23,1301.89000,1302.00000,1284.32000,1293.89000,49652,0
2015.01.26,1291.96000,1299.15000,1275.84000,1280.98000,50332,0
2015.01.27,1280.72000,1297.55000,1272.26000,1291.80000,51856,0
2015.01.28,1291.73000,1293.65000,1279.65000,1284.17000,48562,0
2015.01.29,1283.67000,1285.84000,1252.08000,1256.89000,55909,0
2015.01.30,1258.07000,1284.74000,1257.13000,1283.18000,50417,0
2015.02.02,1281.81000,1283.29000,1266.42000,1273.98000,47717,0
2015.02.03,1274.85000,1285.71000,1255.45000,1260.03000,50839,0
2015.02.04,1260.42000,1272.61000,1256.67000,1269.12000,49527,0
2015.02.05,1270.12000,1273.99000,1256.36000,1264.41000,48197,0
2015.02.06,1265.00000,1268.72000,1228.37000,1232.80000,48462,0
2015.02.09,1235.81000,1243.63000,1234.34000,1238.67000,39289,0
2015.02.10,1237.85000,1245.85000,1230.97000,1233.32000,41970,0
2015.02.11,1233.71000,1238.72000,1216.69000,1218.71000,39267,0
2015.02.12,1218.84000,1233.00000,1218.19000,1221.56000,42527,0
2015.02.13,1223.02000,1234.96000,1222.83000,1229.45000,38426,0
2015.02.16,1227.96000,1236.67000,1227.47000,1231.25000,22220,0
2015.02.17,1230.90000,1233.88000,1203.77000,1209.45000,40058,0
2015.02.18,1209.24000,1213.39000,1197.56000,1212.18000,37108,0
2015.02.19,1212.28000,1222.98000,1205.37000,1206.56000,40661,0
2015.02.20,1207.22000,1215.25000,1198.35000,1201.79000,37222,0
2015.02.23,1203.58000,1210.26000,1190.90000,1201.46000,31491,0
2015.02.24,1201.91000,1204.47000,1190.51000,1199.98000,39906,0
2015.02.25,1200.92000,1211.85000,1200.83000,1204.95000,36511,0
2015.02.26,1204.23000,1219.91000,1203.64000,1209.26000,42600,0
2015.02.27,1208.71000,1219.31000,1204.46000,1213.01000,40426,0
2015.03.02,1213.76000,1223.24000,1204.70000,1206.87000,42141,0
2015.03.03,1205.87000,1214.75000,1195.44000,1203.56000,40921,0
2015.03.04,1204.12000,1208.99000,1198.24000,1200.16000,39572,0
2015.03.05,1200.34000,1209.39000,1196.49000,1198.24000,36811,0
2015.03.06,1197.80000,1200.67000,1163.81000,1167.26000,43860,0
2015.03.09,1169.93000,1175.32000,1165.80000,1167.21000,35077,0
2015.03.10,1166.76000,1170.45000,1155.25000,1161.73000,46755,0
2015.03.11,1161.76000,1165.15000,1147.50000,1155.13000,40938,0
2015.03.12,1155.68000,1166.51000,1148.64000,1153.55000,41502,0
2015.03.13,1153.40000,1161.71000,1151.39000,1157.82000,35364,0
2015.03.16,1158.61000,1164.08000,1150.38000,1154.52000,32704,0
2015.03.17,1154.32000,1159.77000,1142.80000,1149.41000,37625,0
2015.03.18,1148.91000,1175.46000,1145.92000,1167.62000,40305,0
2015.03.19,1167.28000,1177.81000,1159.57000,1170.83000,45712,0
2015.03.20,1170.85000,1187.91000,1168.76000,1182.18000,42880,0
2015.03.23,1183.60000,1191.55000,1179.29000,1189.50000,41173,0
2015.03.24,1189.09000,1195.02000,1185.43000,1193.07000,40868,0
2015.03.25,1192.85000,1199.67000,1186.63000,1195.14000,37471,0
2015.03.26,1195.73000,1219.69000,1194.44000,1204.70000,40571,0
2015.03.27,1203.59000,1206.13000,1192.55000,1198.42000,38255,0
2015.03.30,1198.63000,1199.43000,1182.35000,1186.00000,33773,0
2015.03.31,1185.45000,1190.68000,1178.47000,1183.48000,40514,0
