,Open,High,Low,Close,Volume
2009.11.30,1176.70000,1181.70000,1163.85000,1179.25000,32760,0
2009.12.01,1179.30000,1201.35000,1175.10000,1196.25000,25057,0
2009.12.02,1196.30000,1216.90000,1194.90000,1215.32000,32662,0
2009.12.03,1215.37000,1226.15000,1204.15000,1207.27000,34235,0
2009.12.04,1207.20000,1212.50000,1147.25000,1160.15000,40375,0
2009.12.07,1160.85000,1164.95000,1134.95000,1157.81000,43055,0
2009.12.08,1157.85000,1168.70000,1124.35000,1128.01000,39157,0
2009.12.09,1128.01000,1146.85000,1116.05000,1128.25000,38209,0
2009.12.10,1128.25000,1136.50000,1120.85000,1130.96000,34838,0
2009.12.11,1130.95000,1142.05000,1109.25000,1115.10000,34484,0
2009.12.14,1114.55000,1127.55000,1110.50000,1126.05000,28676,0
2009.12.15,1126.05000,1128.70000,1111.10000,1124.75000,27048,0
2009.12.16,1124.75000,1141.05000,1121.15000,1137.55000,30975,0
2009.12.17,1137.60000,1141.55000,1094.65000,1098.40000,39318,0
2009.12.18,1098.35000,1116.80000,1096.25000,1111.50000,32179,0
2009.12.21,1111.15000,1119.10000,1089.90000,1092.95000,33458,0
2009.12.22,1093.00000,1097.25000,1074.40000,1083.55000,32490,0
2009.12.23,1083.55000,1095.60000,1079.20000,1087.20000,29429,0
2009.12.24,1087.00000,1105.75000,1086.95000,1104.50000,20629,0
2009.12.28,1104.90000,1113.65000,1101.30000,1106.85000,24464,0
2009.12.29,1106.85000,1108.10000,1096.40000,1096.50000,26730,0
2009.12.30,1096.75000,1097.90000,1085.59000,1092.50000,28998,0
2009.12.31,1092.59000,1106.65000,1092.20000,1096.55000,19404,0
2010.01.04,1096.70000,1123.65000,1093.05000,1121.00000,25942,0
2010.01.05,1121.00000,1128.50000,1115.05000,1117.70000,23673,0
2010.01.06,1117.65000,1140.30000,1117.10000,1137.70000,30602,0
2010.01.07,1137.75000,1138.85000,1128.30000,1131.45000,25453,0
2010.01.08,1131.50000,1139.30000,1119.30000,1136.00000,30912,0
2010.01.11,1137.45000,1161.85000,1137.45000,1151.50000,32102,0
2010.01.12,1151.50000,1158.00000,1124.80000,1127.70000,29627,0
2010.01.13,1127.80000,1138.60000,1118.20000,1137.75000,27395,0
2010.01.14,1137.80000,1145.90000,1130.60000,1142.30000,31335,0
2010.01.15,1142.30000,1145.65000,1126.60000,1131.15000,29120,0
2010.01.18,1127.15000,1137.10000,1127.10000,1133.65000,13665,0
2010.01.19,1133.60000,1140.50000,1128.65000,1137.90000,26378,0
2010.01.20,1137.95000,1141.35000,1106.95000,1111.05000,33508,0
2010.01.21,1111.10000,1117.45000,1088.35000,1093.75000,36118,0
2010.01.22,1093.65000,1098.55000,1082.00000,1093.30000,35413,0
2010.01.25,1092.15000,1103.95000,1092.15000,1098.10000,30569,0
2010.01.26,1098.05000,1103.30000,1085.35000,1097.20000,31172,0
2010.01.27,1097.20000,1102.25000,1083.10000,1087.60000,36172,0
2010.01.28,1087.63000,1096.00000,1073.80000,1086.70000,31060,0
2010.01.29,1086.75000,1090.45000,1074.40000,1081.30000,30024,0
2010.02.01,1082.40000,1107.55000,1076.50000,1104.95000,24535,0
2010.02.02,1104.95000,1118.50000,1098.75000,1114.15000,30165,0
2010.02.03,1114.20000,1124.90000,1106.95000,1109.45000,38951,0
2010.02.04,1109.50000,1111.00000,1059.35000,1062.80000,30993,0
2010.02.05,1062.80000,1068.45000,1044.05000,1067.05000,40220,0
2010.02.08,1065.80000,1073.65000,1061.45000,1062.50000,29595,0
2010.02.09,1062.65000,1083.00000,1061.90000,1077.75000,34105,0
2010.02.10,1077.80000,1082.20000,1063.05000,1071.75000,34172,0
2010.02.11,1071.80000,1097.80000,1071.60000,1095.15000,33038,0
2010.02.12,1095.10000,1095.75000,1077.55000,1092.05000,32476,0
2010.02.15,1092.75000,1102.20000,1091.50000,1100.50000,15597,0
2010.02.16,1098.95000,1121.00000,1097.85000,1118.85000,25678,0
2010.02.17,1118.85000,1127.30000,1105.00000,1106.50000,32064,0
2010.02.18,1106.45000,1123.95000,1097.65000,1108.25000,41268,0
2010.02.19,1108.20000,1126.70000,1099.10000,1117.60000,36477,0
2010.02.22,1125.10000,1130.85000,1109.85000,1114.05000,29465,0
2010.02.23,1114.08000,1121.05000,1099.20000,1103.15000,35946,0
2010.02.24,1103.20000,1108.05000,1089.85000,1097.40000,32668,0
2010.02.25,1097.35000,1109.10000,1088.10000,1106.15000,38975,0
2010.02.26,1106.15000,1118.80000,1104.10000,1116.60000,36534,0
2010.03.01,1117.25000,1123.35000,1111.75000,1118.60000,35183,0
2010.03.02,1118.60000,1137.50000,1114.80000,1134.40000,33938,0
2010.03.03,1134.40000,1144.85000,1132.05000,1139.60000,29680,0
2010.03.04,1139.60000,1141.45000,1125.55000,1131.90000,30835,0
2010.03.05,1131.95000,1140.45000,1127.20000,1131.45000,28825,0
2010.03.08,1136.40000,1137.50000,1118.35000,1123.30000,28505,0
2010.03.09,1123.35000,1124.35000,1108.35000,1121.55000,29974,0
2010.03.10,1121.55000,1127.85000,1103.10000,1108.10000,29713,0
2010.03.11,1108.15000,1111.53000,1100.40000,1109.20000,28055,0
2010.03.12,1109.15000,1119.10000,1098.20000,1102.25000,27158,0
2010.03.15,1100.60000,1108.70000,1100.60000,1108.10000,24059,0
2010.03.16,1108.15000,1128.60000,1108.00000,1127.42000,26869,0
2010.03.17,1127.42000,1133.20000,1118.25000,1120.10000,27479,0
2010.03.18,1120.15000,1129.25000,1117.95000,1127.05000,25432,0
2010.03.19,1127.10000,1127.10000,1101.20000,1105.65000,25157,0
2010.03.22,1106.75000,1108.55000,1092.20000,1101.85000,25788,0
2010.03.23,1102.55000,1107.85000,1094.30000,1104.85000,24102,0
2010.03.24,1104.85000,1105.20000,1084.95000,1086.40000,29635,0
2010.03.25,1086.40000,1095.60000,1085.45000,1090.15000,28148,0
2010.03.26,1090.15000,1109.55000,1088.55000,1108.60000,22420,0
2010.03.29,1110.10000,1114.55000,1103.35000,1109.45000,19604,0
2010.03.30,1109.45000,1113.20000,1101.45000,1103.35000,19409,0
2010.03.31,1103.40000,1117.95000,1102.25000,1112.85000,21908,0
2010.04.01,1112.95000,1127.90000,1111.30000,1126.50000,22925,0
2010.04.02,1126.50000,1126.75000,1114.60000,1125.00000,3072,0
2010.04.05,1119.85000,1133.25000,1119.85000,1131.60000,17177,0
2010.04.06,1131.55000,1138.50000,1122.60000,1133.95000,24056,0
2010.04.07,1133.90000,1153.10000,1132.30000,1149.05000,24047,0
2010.04.08,1149.10000,1153.60000,1143.50000,1150.25000,24247,0
2010.04.09,1150.25000,1164.65000,1149.30000,1160.35000,22797,0
2010.04.12,1160.15000,1169.40000,1154.05000,1156.05000,27429,0
2010.04.13,1156.05000,1157.05000,1144.80000,1150.35000,24974,0
2010.04.14,1150.40000,1161.90000,1150.15000,1155.05000,25522,0
2010.04.15,1155.00000,1161.35000,1149.80000,1158.95000,20867,0
2010.04.16,1158.90000,1160.20000,1129.85000,1136.25000,30560,0
2010.04.19,1135.40000,1137.90000,1123.75000,1135.50000,24084,0
2010.04.20,1135.98000,1145.93000,1133.43000,1140.53000,22516,0
2010.04.21,1140.55000,1150.50000,1137.63000,1146.45000,27139,0
2010.04.22,1146.48000,1149.28000,1131.58000,1141.38000,27696,0
2010.04.23,1140.95000,1156.98000,1134.84000,1155.90000,26812,0
2010.04.26,1157.80000,1159.86000,1150.65000,1153.53000,22119,0
2010.04.27,1153.48000,1172.60000,1145.98000,1167.76000,31419,0
2010.04.28,1167.71000,1174.38000,1160.45000,1165.55000,28740,0
2010.04.29,1165.58000,1171.13000,1161.90000,1166.68000,25095,0
2010.04.30,1166.73000,1181.63000,1166.48000,1178.25000,24069,0
2010.05.03,1176.85000,1187.63000,1176.00000,1182.13000,22302,0
2010.05.04,1182.22000,1192.13000,1166.60000,1170.98000,33397,0
2010.05.05,1171.03000,1176.58000,1156.35000,1174.95000,32838,0
2010.05.06,1174.93000,1211.53000,1172.43000,1208.18000,37714,0
2010.05.07,1207.98000,1213.77000,1192.60000,1207.78000,39276,0
2010.05.10,1195.85000,1205.65000,1183.88000,1202.65000,32136,0
2010.05.11,1202.80000,1234.30000,1200.94000,1232.48000,35690,0
2010.05.12,1232.43000,1248.43000,1226.66000,1238.65000,43841,0
2010.05.13,1238.67000,1242.95000,1227.15000,1232.53000,29815,0
2010.05.14,1232.55000,1249.28000,1217.60000,1230.03000,37051,0
2010.05.17,1230.65000,1242.28000,1219.08000,1222.28000,44801,0
2010.05.18,1222.33000,1229.13000,1206.68000,1224.85000,37670,0
2010.05.19,1224.86000,1227.65000,1186.60000,1193.51000,40395,0
2010.05.20,1193.55000,1197.95000,1174.98000,1182.15000,35127,0
2010.05.21,1182.26000,1187.63000,1166.05000,1177.06000,40789,0
2010.05.24,1181.50000,1196.75000,1179.30000,1191.45000,32686,0
2010.05.25,1191.48000,1204.10000,1185.20000,1204.00000,30060,0
2010.05.26,1204.05000,1216.50000,1200.70000,1211.50000,19805,0
2010.05.27,1211.55000,1218.28000,1205.70000,1212.40000,18956,0
2010.05.28,1212.05000,1215.30000,1202.00000,1214.45000,23287,0
2010.05.31,1213.95000,1217.90000,1209.70000,1216.00000,10540,0
2010.06.01,1216.05000,1228.75000,1214.43000,1225.43000,26502,0
2010.06.02,1225.44000,1226.93000,1213.51000,1223.25000,21154,0
2010.06.03,1223.40000,1224.60000,1200.73000,1206.45000,24583,0
2010.06.04,1206.47000,1219.68000,1196.75000,1217.45000,32701,0
2010.06.07,1218.65000,1244.53000,1210.45000,1240.03000,34183,0
2010.06.08,1240.08000,1251.84000,1233.30000,1236.35000,31594,0
2010.06.09,1236.38000,1240.80000,1221.43000,1233.25000,32761,0
2010.06.10,1233.20000,1233.95000,1214.63000,1216.30000,29430,0
2010.06.11,1216.33000,1230.45000,1216.08000,1226.60000,20539,0
2010.06.14,1230.40000,1233.97000,1216.20000,1221.00000,26200,0
2010.06.15,1221.05000,1236.65000,1219.70000,1233.95000,31323,0
2010.06.16,1233.90000,1237.78000,1226.85000,1228.98000,23781,0
2010.06.17,1229.00000,1251.03000,1228.90000,1244.83000,27358,0
2010.06.18,1244.75000,1262.18000,1241.58000,1255.63000,23188,0
2010.06.21,1259.05000,1265.05000,1230.60000,1233.53000,33815,0
2010.06.22,1233.55000,1242.63000,1231.55000,1239.85000,27618,0
2010.06.23,1239.80000,1246.25000,1224.60000,1237.15000,27301,0
2010.06.24,1237.20000,1248.33000,1227.63000,1243.23000,27030,0
2010.06.25,1243.20000,1258.20000,1240.95000,1254.48000,26998,0
2010.06.28,1253.95000,1262.54000,1235.55000,1238.75000,28234,0
2010.06.29,1238.80000,1244.98000,1227.15000,1240.40000,30446,0
2010.06.30,1240.38000,1247.49000,1234.55000,1242.08000,27226,0
2010.07.01,1242.13000,1243.74000,1196.38000,1198.78000,35966,0
2010.07.02,1198.80000,1213.23000,1198.25000,1211.15000,28985,0
2010.07.05,1211.60000,1214.35000,1205.81000,1208.65000,14062,0
2010.07.06,1208.45000,1213.54000,1189.15000,1192.50000,29600,0
2010.07.07,1192.48000,1203.85000,1184.79000,1202.35000,25388,0
2010.07.08,1202.40000,1207.80000,1187.30000,1197.85000,23891,0
2010.07.09,1197.90000,1213.60000,1194.33000,1209.60000,22210,0
2010.07.12,1211.45000,1212.55000,1196.20000,1196.60000,25734,0
2010.07.13,1196.68000,1217.78000,1196.00000,1212.14000,24196,0
2010.07.14,1212.16000,1217.88000,1202.50000,1208.08000,20953,0
2010.07.15,1208.13000,1217.15000,1203.63000,1208.05000,27718,0
2010.07.16,1208.03000,1210.70000,1185.98000,1192.65000,28551,0
2010.07.19,1193.60000,1194.90000,1177.38000,1182.70000,27486,0
2010.07.20,1182.68000,1193.65000,1175.55000,1191.88000,24932,0
2010.07.21,1191.85000,1197.90000,1183.28000,1184.70000,23488,0
2010.07.22,1184.65000,1201.08000,1181.03000,1194.73000,22787,0
2010.07.23,1194.78000,1203.85000,1183.99000,1187.18000,23395,0
2010.07.26,1187.60000,1194.53000,1179.70000,1183.38000,25613,0
2010.07.27,1183.33000,1186.95000,1158.00000,1161.50000,24014,0
2010.07.28,1161.40000,1165.93000,1156.85000,1163.35000,18639,0
2010.07.29,1163.28000,1169.40000,1159.33000,1168.08000,22411,0
2010.07.30,1168.05000,1183.50000,1165.73000,1180.70000,23028,0
2010.08.02,1180.25000,1190.30000,1174.38000,1182.62000,22884,0
2010.08.03,1182.67000,1190.54000,1179.32000,1185.94000,23989,0
2010.08.04,1185.92000,1202.84000,1185.62000,1194.78000,21528,0
2010.08.05,1194.81000,1199.69000,1189.80000,1194.75000,17917,0
2010.08.06,1194.72000,1210.82000,1192.30000,1205.16000,21127,0
2010.08.09,1204.10000,1209.72000,1198.90000,1201.15000,19994,0
2010.08.10,1201.12000,1207.37000,1190.57000,1204.04000,26775,0
2010.08.11,1204.07000,1207.87000,1192.30000,1197.85000,24810,0
2010.08.12,1197.87000,1215.23000,1197.25000,1213.64000,20055,0
2010.08.13,1213.55000,1217.45000,1210.55000,1214.72000,17753,0
2010.08.16,1214.70000,1227.30000,1213.85000,1224.96000,19466,0
2010.08.17,1225.02000,1228.94000,1222.40000,1224.64000,18563,0
2010.08.18,1224.61000,1232.37000,1217.35000,1229.20000,17385,0
2010.08.19,1229.23000,1237.30000,1227.70000,1231.96000,22131,0
2010.08.20,1231.94000,1233.12000,1221.95000,1227.30000,19268,0
2010.08.23,1226.70000,1231.86000,1221.74000,1225.90000,20302,0
2010.08.24,1225.80000,1235.40000,1210.12000,1230.40000,23834,0
2010.08.25,1230.35000,1241.30000,1228.95000,1239.85000,21418,0
2010.08.26,1239.75000,1244.05000,1233.95000,1237.35000,18364,0
2010.08.27,1237.45000,1242.15000,1231.84000,1237.92000,23036,0
2010.08.30,1236.70000,1238.25000,1233.23000,1236.68000,15956,0
2010.08.31,1236.70000,1249.75000,1231.70000,1247.20000,25348,0
2010.09.01,1247.23000,1254.58000,1242.25000,1244.03000,19758,0
2010.09.02,1244.08000,1253.10000,1243.35000,1250.70000,12579,0
2010.09.03,1250.65000,1253.65000,1237.70000,1246.50000,12506,0
2010.09.06,1247.35000,1251.05000,1246.65000,1249.75000,4461,0
2010.09.07,1249.95000,1259.55000,1244.55000,1255.30000,11841,0
2010.09.08,1255.35000,1262.25000,1253.18000,1254.65000,14269,0
2010.09.09,1254.70000,1258.65000,1242.03000,1243.48000,15079,0
2010.09.10,1243.55000,1251.00000,1236.43000,1245.53000,12613,0
2010.09.13,1247.05000,1249.05000,1240.85000,1245.38000,13156,0
2010.09.14,1245.45000,1274.75000,1244.68000,1267.98000,21677,0
2010.09.15,1268.03000,1271.80000,1263.10000,1267.90000,22846,0
2010.09.16,1267.88000,1277.71000,1264.68000,1275.00000,22078,0
2010.09.17,1275.03000,1282.75000,1271.87000,1274.60000,23022,0
2010.09.20,1274.63000,1283.58000,1274.13000,1278.18000,22220,0
2010.09.21,1278.23000,1290.50000,1270.63000,1286.90000,24899,0
2010.09.22,1286.85000,1296.07000,1286.20000,1291.14000,31134,0
2010.09.23,1291.17000,1295.89000,1286.82000,1292.22000,23209,0
2010.09.24,1292.17000,1299.72000,1291.43000,1296.11000,24545,0
2010.09.27,1296.58000,1299.90000,1293.93000,1294.18000,16371,0
2010.09.28,1294.13000,1309.99000,1282.91000,1308.89000,29348,0
2010.09.29,1308.97000,1313.40000,1305.45000,1309.64000,26925,0
2010.09.30,1309.67000,1315.80000,1295.93000,1308.15000,25984,0
2010.10.01,1308.12000,1320.49000,1305.93000,1319.15000,25702,0
2010.10.04,1318.48000,1320.03000,1312.23000,1315.03000,16762,0
2010.10.05,1315.08000,1341.58000,1312.33000,1340.48000,18281,0
2010.10.06,1340.58000,1349.63000,1338.88000,1348.75000,21294,0
2010.10.07,1348.76000,1364.78000,1325.67000,1333.37000,34781,0
2010.10.08,1333.34000,1349.60000,1324.84000,1346.83000,30703,0
2010.10.11,1348.23000,1355.43000,1340.18000,1353.81000,29710,0
2010.10.12,1353.80000,1355.20000,1340.56000,1350.16000,31202,0
2010.10.13,1350.19000,1374.24000,1349.63000,1371.90000,28980,0
2010.10.14,1371.85000,1387.10000,1370.50000,1380.91000,32945,0
2010.10.15,1380.94000,1385.43000,1362.21000,1368.37000,32508,0
2010.10.18,1369.13000,1374.84000,1352.69000,1368.24000,36852,0
2010.10.19,1368.26000,1370.98000,1328.14000,1331.80000,35127,0
2010.10.20,1331.75000,1347.00000,1330.48000,1345.99000,32094,0
2010.10.21,1345.94000,1349.06000,1317.81000,1325.46000,43014,0
2010.10.22,1325.50000,1328.45000,1315.07000,1327.65000,32107,0
2010.10.25,1327.23000,1349.05000,1327.23000,1339.69000,34334,0
2010.10.26,1339.72000,1343.50000,1327.94000,1340.25000,28513,0
2010.10.27,1340.30000,1343.48000,1318.98000,1325.15000,35621,0
2010.10.28,1325.13000,1345.80000,1322.84000,1343.85000,30522,0
2010.10.29,1343.88000,1359.28000,1335.15000,1357.52000,31654,0
2010.11.01,1358.03000,1365.98000,1348.98000,1353.67000,34949,0
2010.11.02,1353.69000,1359.80000,1350.20000,1357.25000,29884,0
2010.11.03,1357.15000,1364.45000,1325.43000,1348.38000,33802,0
2010.11.04,1348.40000,1393.30000,1346.70000,1392.28000,37386,0
2010.11.05,1392.30000,1398.13000,1373.23000,1395.15000,30604,0
2010.11.08,1393.42000,1410.38000,1386.68000,1409.35000,43319,0
2010.11.09,1409.33000,1424.43000,1382.65000,1392.73000,43495,0
2010.11.10,1392.78000,1410.08000,1383.95000,1403.78000,53785,0
2010.11.11,1403.83000,1417.70000,1397.15000,1408.35000,41264,0
2010.11.12,1408.40000,1409.75000,1359.90000,1368.38000,52319,0
2010.11.15,1369.53000,1376.75000,1355.75000,1360.48000,43003,0
2010.11.16,1360.53000,1364.65000,1329.65000,1339.55000,44056,0
2010.11.17,1339.50000,1344.83000,1330.71000,1335.88000,41713,0
2010.11.18,1335.90000,1359.15000,1333.27000,1353.15000,43766,0
2010.11.19,1353.13000,1363.28000,1341.55000,1353.15000,39469,0
2010.11.22,1359.28000,1367.75000,1348.37000,1366.62000,42766,0
2010.11.23,1366.63000,1382.38000,1356.13000,1376.26000,40621,0
2010.11.24,1376.21000,1381.38000,1369.18000,1373.18000,31074,0
2010.11.25,1373.23000,1375.18000,1368.03000,1374.73000,13456,0
2010.11.26,1374.98000,1375.03000,1350.88000,1363.53000,29992,0
2010.11.29,1364.05000,1369.23000,1353.15000,1366.08000,37558,0
2010.11.30,1366.03000,1389.78000,1362.80000,1385.73000,42166,0
2010.12.01,1385.86000,1396.78000,1381.75000,1387.58000,32935,0
2010.12.02,1387.56000,1398.38000,1383.03000,1384.93000,35819,0
2010.12.03,1384.96000,1413.80000,1384.48000,1413.38000,33278,0
2010.12.06,1414.20000,1427.40000,1408.78000,1423.50000,31258,0
2010.12.07,1423.53000,1430.90000,1396.38000,1401.68000,37806,0
2010.12.08,1401.61000,1404.26000,1371.23000,1381.73000,46870,0
2010.12.09,1381.76000,1394.53000,1380.08000,1386.71000,32317,0
2010.12.10,1386.73000,1392.05000,1372.08000,1386.60000,34096,0
2010.12.13,1385.68000,1399.20000,1380.10000,1393.77000,34049,0
2010.12.14,1393.80000,1408.00000,1391.80000,1395.91000,33986,0
2010.12.15,1395.96000,1397.16000,1378.36000,1380.51000,36666,0
2010.12.16,1380.48000,1386.24000,1361.03000,1369.86000,34684,0
2010.12.17,1369.88000,1378.75000,1364.65000,1374.53000,35027,0
2010.12.20,1374.58000,1388.04000,1374.55000,1385.06000,33165,0
2010.12.21,1385.03000,1391.98000,1380.78000,1385.21000,24305,0
2010.12.22,1385.23000,1390.91000,1382.91000,1385.08000,24446,0
2010.12.23,1385.06000,1388.25000,1372.05000,1379.66000,21190,0
2010.12.24,1379.71000,1385.21000,1378.38000,1384.66000,621,0
2010.12.27,1384.64000,1386.20000,1371.96000,1383.41000,20816,0
2010.12.28,1383.51000,1406.53000,1382.36000,1405.64000,25717,0
2010.12.29,1405.67000,1413.96000,1401.05000,1411.38000,18963,0
2010.12.30,1411.33000,1414.66000,1402.98000,1404.41000,21111,0
2010.12.31,1404.45000,1419.15000,1403.87000,1418.52000,12289,0
2011.01.03,1420.98000,1423.83000,1412.39000,1414.53000,25935,0
2011.01.04,1414.57000,1417.14000,1374.70000,1380.27000,32875,0
2011.01.05,1380.30000,1384.70000,1363.85000,1377.93000,35633,0
2011.01.06,1377.96000,1379.75000,1364.70000,1371.18000,29952,0
2011.01.07,1371.16000,1378.68000,1352.59000,1368.75000,35560,0
2011.01.10,1369.51000,1375.91000,1365.32000,1375.33000,18871,0
2011.01.11,1375.38000,1386.60000,1372.58000,1381.18000,26456,0
2011.01.12,1381.23000,1388.73000,1376.59000,1387.58000,32659,0
2011.01.13,1387.63000,1393.01000,1369.45000,1372.98000,33775,0
2011.01.14,1373.33000,1377.92000,1354.95000,1359.65000,35745,0
2011.01.17,1359.78000,1365.66000,1357.18000,1361.23000,19667,0
2011.01.18,1361.28000,1376.15000,1360.38000,1367.98000,26739,0
2011.01.19,1367.95000,1379.17000,1365.51000,1369.66000,27896,0
2011.01.20,1369.79000,1371.08000,1343.25000,1345.86000,36147,0
2011.01.21,1345.89000,1350.18000,1337.68000,1342.88000,28795,0
2011.01.24,1342.45000,1353.00000,1332.23000,1333.79000,33811,0
2011.01.25,1333.82000,1338.33000,1322.54000,1332.07000,31514,0
2011.01.26,1332.09000,1346.48000,1324.90000,1345.57000,24937,0
2011.01.27,1345.62000,1347.76000,1310.33000,1313.58000,28734,0
2011.01.28,1313.63000,1347.05000,1307.95000,1335.20000,35589,0
2011.01.31,1337.70000,1345.80000,1323.05000,1332.45000,31804,0
2011.02.01,1332.40000,1342.97000,1325.58000,1340.88000,32802,0
2011.02.02,1340.98000,1343.38000,1326.75000,1334.85000,30578,0
2011.02.03,1334.90000,1355.70000,1324.93000,1353.93000,28992,0
2011.02.04,1353.98000,1358.64000,1344.90000,1349.05000,25241,0
2011.02.07,1348.55000,1353.07000,1342.78000,1350.95000,27330,0
2011.02.08,1350.90000,1367.75000,1348.26000,1363.55000,25017,0
2011.02.09,1363.60000,1367.00000,1357.97000,1363.35000,23073,0
2011.02.10,1363.40000,1365.86000,1350.86000,1363.50000,26018,0
2011.02.11,1363.55000,1368.38000,1353.98000,1356.28000,24363,0
2011.02.14,1356.10000,1366.57000,1353.60000,1361.48000,24037,0
2011.02.15,1361.50000,1376.39000,1360.70000,1373.45000,21650,0
2011.02.16,1373.41000,1381.81000,1368.05000,1374.08000,26241,0
2011.02.17,1374.18000,1384.87000,1374.13000,1383.70000,20212,0
2011.02.18,1383.73000,1391.79000,1381.74000,1387.55000,24634,0
2011.02.21,1388.85000,1408.29000,1388.85000,1406.05000,20072,0
2011.02.22,1406.03000,1410.95000,1392.68000,1398.68000,35388,0
2011.02.23,1398.63000,1416.59000,1395.45000,1411.39000,31066,0
2011.02.24,1411.41000,1418.09000,1395.07000,1402.30000,38582,0
2011.02.25,1402.35000,1411.60000,1399.70000,1408.00000,29275,0
2011.02.28,1408.95000,1416.24000,1404.69000,1411.03000,33729,0
2011.03.01,1411.08000,1434.60000,1409.25000,1432.83000,32959,0
2011.03.02,1432.85000,1440.30000,1427.54000,1434.03000,33074,0
2011.03.03,1434.28000,1436.13000,1410.08000,1415.63000,26092,0
2011.03.04,1415.68000,1431.95000,1413.18000,1428.05000,21553,0
2011.03.07,1432.20000,1444.79000,1428.02000,1431.63000,37165,0
2011.03.08,1431.68000,1436.66000,1423.12000,1428.58000,34516,0
2011.03.09,1428.53000,1436.14000,1422.83000,1430.53000,23929,0
2011.03.10,1430.58000,1431.68000,1402.98000,1411.40000,28544,0
2011.03.11,1411.35000,1423.82000,1404.68000,1416.52000,40368,0
2011.03.14,1418.97000,1432.37000,1417.55000,1426.15000,31054,0
2011.03.15,1426.30000,1429.00000,1380.90000,1395.35000,40675,0
2011.03.16,1395.40000,1406.15000,1392.20000,1398.60000,32232,0
2011.03.17,1398.70000,1404.95000,1386.25000,1403.70000,26192,0
2011.03.18,1403.70000,1423.76000,1401.90000,1418.45000,26355,0
2011.03.21,1419.50000,1434.69000,1419.50000,1427.25000,22670,0
2011.03.22,1427.03000,1432.05000,1419.30000,1427.35000,23622,0
2011.03.23,1427.38000,1440.90000,1425.50000,1436.90000,21656,0
2011.03.24,1436.93000,1447.53000,1423.78000,1429.85000,25809,0
2011.03.25,1429.88000,1437.80000,1422.10000,1427.75000,24071,0
2011.03.28,1428.05000,1428.75000,1410.10000,1420.03000,28352,0
2011.03.29,1419.95000,1423.15000,1411.04000,1418.08000,22182,0
2011.03.30,1418.13000,1429.92000,1411.75000,1422.55000,21751,0
2011.03.31,1422.70000,1439.35000,1420.15000,1431.70000,23644,0
2011.04.01,1431.73000,1436.35000,1412.70000,1427.30000,23986,0
2011.04.04,1427.80000,1438.55000,1427.60000,1433.50000,19470,0
2011.04.05,1433.60000,1456.78000,1429.84000,1455.40000,23445,0
2011.04.06,1455.45000,1462.10000,1451.20000,1459.25000,24801,0
2011.04.07,1459.20000,1465.00000,1452.45000,1457.65000,23135,0
2011.04.08,1457.55000,1474.90000,1456.03000,1473.30000,24270,0
2011.04.11,1474.55000,1476.24000,1459.30000,1462.93000,35094,0
2011.04.12,1462.90000,1467.29000,1444.02000,1452.65000,33636,0
2011.04.13,1452.63000,1462.25000,1451.10000,1456.85000,30471,0
2011.04.14,1456.90000,1474.58000,1452.30000,1473.78000,31257,0
2011.04.15,1473.75000,1487.93000,1471.40000,1487.25000,27751,0
2011.04.18,1485.45000,1497.55000,1477.30000,1494.98000,32257,0
2011.04.19,1494.93000,1499.38000,1487.34000,1495.90000,31026,0
2011.04.20,1495.85000,1505.74000,1492.95000,1501.80000,30038,0
2011.04.21,1501.70000,1508.83000,1500.39000,1504.40000,25129,0
2011.04.22,1504.35000,1511.90000,1503.35000,1504.60000,266,0
2011.04.25,1509.95000,1518.12000,1501.70000,1506.80000,29908,0
2011.04.26,1506.80000,1508.05000,1492.72000,1505.93000,30949,0
2011.04.27,1505.90000,1530.00000,1502.83000,1526.60000,26315,0
2011.04.28,1526.58000,1538.18000,1523.85000,1536.05000,32814,0
2011.04.29,1536.10000,1569.03000,1531.73000,1562.25000,25940,0
2011.05.02,1570.45000,1574.95000,1539.95000,1545.08000,32713,0
2011.05.03,1545.05000,1550.95000,1526.95000,1535.58000,39697,0
2011.05.04,1535.63000,1542.85000,1505.53000,1515.85000,36772,0
2011.05.05,1515.80000,1521.88000,1462.24000,1473.85000,42155,0
2011.05.06,1475.50000,1498.29000,1470.90000,1488.55000,39336,0
2011.05.09,1494.05000,1513.85000,1489.00000,1512.98000,34836,0
2011.05.10,1511.00000,1519.60000,1505.80000,1515.60000,24900,0
2011.05.11,1516.10000,1526.55000,1495.56000,1501.30000,35711,0
2011.05.12,1499.35000,1507.87000,1478.00000,1505.65000,45207,0
2011.05.13,1506.15000,1516.50000,1482.75000,1492.84000,37997,0
2011.05.16,1492.85000,1504.31000,1486.85000,1489.15000,28380,0
2011.05.17,1490.55000,1497.55000,1471.68000,1486.45000,20698,0
2011.05.18,1486.50000,1499.75000,1484.75000,1496.45000,28314,0
2011.05.19,1495.85000,1499.55000,1486.15000,1492.95000,28703,0
2011.05.20,1493.70000,1515.72000,1486.60000,1512.67000,32664,0
2011.05.23,1511.95000,1518.65000,1503.75000,1516.66000,32752,0
2011.05.24,1517.30000,1527.56000,1513.10000,1526.02000,22954,0
2011.05.25,1525.60000,1532.08000,1521.04000,1524.90000,20529,0
2011.05.26,1524.95000,1530.52000,1514.45000,1518.72000,22677,0
2011.05.27,1518.60000,1538.21000,1518.60000,1536.20000,22980,0
